Letter,Title,Description
S,Sciroppo di agave,"Sciroppo di agave, proprietà principali
Lo sciroppo di agave è un ingrediente estremamente dolce, che viene prodotto a partire dalla ..."
S,Sciroppo di amarena,"Sciroppo di amarena, caratteristiche principali
Goloso ma non di certo dietetico. Per il palato è una vera delizia ma attenzione alle ..."
S,Sciroppo di fiori di sambuco,"Bevanda delicata con note intense e dolci, lo sciroppo di fiori di sambuco è una delizia impiegata nella preparazione di molti drink, ..."
S,Sciroppo di fragola,"Sciroppo di fragola, caratteristiche principali
È dissetante, fresco e colorato. Lo sciroppo di fragola può rivelarsi un ottimo alleato ..."
S,Sciroppo di glucosio,"Sciroppo di glucosio, proprietà principali
Lo sciroppo di glucosio è una sostanza densa e viscosa trasparente, con riflessi leggermente ..."
S,Sciroppo di granatina,"Lo sciroppo di granatina, chiamato semplicemente anche granatina, è una miscela analcolica impiegata in cucina per la preparazione di ..."
S,Sciroppo di lampone,"Sciroppo di lampone, caratteristiche principali
Bevanda, ingrediente e potente antinfiammatorio: lo sciroppo di lampone è apprezzato ..."
S,Sciroppo di lime,"Lo sciroppo di lime può essere acquistato già pronto o preparato in casa con pochi semplici ingredienti, tra cui spiccano i lime e lo ..."
S,Sciroppo di mais,Lo sciroppo di mais si ottiene dall’amido di mais ed è noto per le sue proprietà dolcificanti. È stato introdotto nell’industria ...
S,Sciroppo di malto d'orzo,"Lo sciroppo di malto d’orzo è un dolcificante naturale, ottimo succedaneo del comune zucchero bianco. Lo si produce a partire dai ..."
S,Sciroppo di malto di riso,"Lo sciroppo di malto di riso è un dolcificante naturale, dal colore ambrato, ottimo sostituto del comune zucchero bianco. Il malto, in ..."
S,Sciroppo di menta,Lo sciroppo di menta è perfetto per l’estate e per preparazioni che vogliono dare freschezza a ricette e bevande. Il procedimento per ...
S,Sciroppo di orzata,"Sciroppo di orzata, caratteristiche principali
Lo sciroppo di orzata è una bevanda analcolica vegetale che si presenta sotto diverse ..."
S,Sciroppo di sambuco,"Perfetto per aperitivi e cocktail, lo sciroppo di sambuco è una bibita fresca e dissetante che può essere realizzata in casa o ..."
S,Sciroppo di tamarindo,"Lo sciroppo di tamarindo è una bevanda gustosa e dissetante, ma anche un vero alleato per l’organismo. Il suo ingrediente principale, ..."
S,Sciroppo di vaniglia,
S,Sciroppo di zenzero,"Sciroppo di zenzero, proprietà principali
Lo sciroppo di zenzero è composto da semplici ingredienti: acqua, zucchero e zenzero (oltre ..."
S,Sciroppo di zucchero,"Lo sciroppo di zucchero, anche conosciuto come zucchero liquido, è un ingrediente versatile in cucina che può essere utilizzato in vari ..."
S,Sciroppo di zucchero di canna,"Lo sciroppo di zucchero di canna, denominato anche zucchero liquido, è una miscela di acqua e glucosio utilizzata in cucina per ..."
S,Scorfano,"Scorfano, proprietà principali
Lo scorfano rosso è un pesce facile da riconoscere: presenta visibili appendici carnose sul mento, lungo ..."
S,Scorza d'arancia,"Scorza d’arancia, caratteristiche principali
La scorza d’arancia è un alimento spesso sottovalutato ma che trova ampio utilizzo in ..."
S,Scorza di cedro,"Della frutta non si getta niente, neanche la buccia: questa può essere impiegata in vari modi, per sfruttare appieno le sue proprietà ..."
S,Scorza di clementine,"Dei frutti della terra non si butta via niente, neanche la buccia. Proprio questa, infatti, può trasformarsi in un ingrediente ..."
S,Scorza di lime,"Il lime è un frutto tropicale che ricorda molto il limone, sebbene abbia un aspetto più piccolo e un sapore più intenso. Di questo ..."
S,Scorza di limone,"Scorza di limone, proprietà principali
La scorza di limone è la parte esterna dell’omonimo agrume che viene ottenuta intagliando la sua ..."
S,Scorza di pompelmo,"Quando si tratta di arricchire una pietanza e donarle un sapore particolare, spesso vengono utilizzati ingredienti piuttosto bizzarri, ..."
S,Scorzobianca,Il suo nome è scorzobianca ed è una radice commestibile caratterizzata da un sapore dolciastro che mette d’accordo tutti. Considerata a ...
S,Scorzonera,"Scorzonera, proprietà principali
La scorzonera, conosciuta anche come asparago d’inverno, è un ortaggio poco diffuso appartenente alla ..."
S,Scotch Whisky,"Lo scotch whisky altro non è che un distillato che si ottiene dalla lavorazione dei cereali. La sua storia è molto antica, ma questo ..."
S,Sedani rigati,I sedani rigati sono un formato di pasta corta dalle straordinarie caratteristiche. La storia vuole che questa variante pià comune del ...
S,Sedanini lisci,"Molte sono le varianti di pasta diffuse in tutto il Paese, e ciascuna di esse ha una storia ben precisa e una lunga tradizione alle ..."
S,Sedanini rigati,"I sedanini sono una tipologia di pasta molto amata e diffusa in tutta Italia, perfetta per raccogliere il sugo e creare primi piatti ..."
S,Sedano,"Sedano, proprietà principali
Il sedano è una pianta ebacea dall’intenso odore aromatico caratterizzata da costole fogliari o radici ..."
S,Sedano rapa,"Sedano rapa, proprietà principali
Bruno e rugoso all’esterno, bianco all’interno, con foglie verdi scuro e forma tondeggiante: il ..."
S,Segale,"Segale, proprietà principali
Della famiglia di piante erbacee alle quali appartengono il farro, il grano e l’orzo, la segale è una ..."
S,Seitan,"Seitan, caratteristiche principali
Proteico e ricco di gusto, il seitan è un alimento che si ricava dal glutine del grano tenero e da ..."
S,Seltz,"Il seltz, conosciuto anche come acqua di seltz, altro non è che un’acqua molto gassata. In pratica è un’acqua con un elevato contenuto ..."
S,Semi di carvi,"I semi di carvi, o “cumino dei prati”, provengono dalla pianta erbacea Carum Carvi: sia la pianta che i semi sono molto simili al ..."
S,Semi di chia,"I semi di chia sono i frutti commestibili di una pianta, la Salvia hispanica, originaria del Messico e degli Stati Uniti ..."
S,Semi di cipolla,
S,Semi di finocchio,"Semi di finocchio, caratteristiche principali
I semi di finocchio derivano dalla pianta di finocchio che, come il prezzemolo, ..."
S,Semi di girasole,"I semi di girasole sono il frutto della specie Helianthus annuus. In commercio ce ne sono sia neri che striati. In entrambi i casi, i ..."
S,Semi di lino,"Semi di lino, caratteristiche principali
I semi di lino rappresentano un piccolo concentrato di benessere per il nostro organismo. Sono ..."
S,Semi di papavero,I semi di papavero sono dei semi oleosi ottenuti dal papavero da oppio e vengono raccolti direttamente dal baccello del fiore ...
S,Semi di senape,"I semi di senape sono dei piccoli, preziosi chicchi che sprigionano la loro piccantezza non appena entrano a contatto con l’acqua. ..."
S,Semi di zucca,"I semi di zucca appartengono alla famiglia delle Curcubitaceae, categoria di vegetali che annovera anche la zucchina, il cetriolo, il ..."
S,Semola di grano duro rimacinata,La farina di semola di grano duro rimacinata viene prodotta grazie alla macinazione di una miscela di grani duri. Si tratta di un ...
S,Semolino,"Il semolino è una farina ottenuta dalla macinazione dei chicchi dei cereali, soprattutto grano duro. Dal gusto delicato, viene ..."
S,Senape,"Senape, proprietà principali
La senape è una pianta erbacea, originaria dell’Asia, dal fusto eretto e foglie di forme ovali impiegate ..."
S,Senape di Digione,"La senape di Digione, conosciuta anche come mostarda, è una salsa famosa e molto antica, preparata con il mosto d’uva. Fa parte della ..."
S,Senape in polvere,"La senape in polvere è una spezia molto usata in cucina, e viene impiegata per preparare la mostarda. È chiamata anche farina di ..."
S,Seppie,"Seppie, proprietà principali
Le seppie sono molluschi di mare appartenenti alla stessa famiglia di moscardini, calamari, totani ..."
S,Seppioline,Le seppioline sono piccoli molluschi di mare che si differenziano dagli altri per il numero dei tentacoli. Questa particolare specie ne ...
S,Sesamo,"Sesamo, proprietà principali
Il sesamo è una pianta erbacea annuale originaria delle Indie Orientali, con foglie poliformi, fiori ..."
S,Sfoglia all'uovo,"Con sfoglia all’uovo si indica una pasta fresca che si prepara in cucina secondo diverse ricette tradizionali, è infatti uno dei ..."
S,Sfoglia di riso,"Sfoglia di riso, proprietà principali
La sfoglia di riso è realizzata con farina di riso e amido di tapioca. Nota anche come carta di ..."
S,Sfoglia verde all'uovo,"Sfoglia verde all’uovo, caratteristiche principali
La sfoglia verde all’uovo è una variante tradizionale della pasta fresca all’uovo ..."
S,Sfoglie di riso,"Sfoglie di riso, caratteristiche principali
Belle da vedere e buone da mangiare: le sfoglie di riso hanno l’aspetto di una velo ..."
S,Sfoglie per wonton,Le sfoglie di pasta per wonton sono leggere e semplici da preparare. La loro ricetta è essenziale e arriva dalla tradizione asiatica. ...
S,Sgombro,"Sgombro, proprietà principali
Lo sgombro, noto anche come lacerto o maccarello, è un pesce azzurro molto diffuso caratterizzato da una ..."
S,Sgombro affumicato,Lo sgombro affumicato fa parte della famiglia dei pesci azzurri e oltre a essere gustoso e molto salutare è anche economico. Chiamato ...
S,Sgombro sott'olio,"Lo sgombro sott’olio è uno di quegli alimenti in scatola presenti in molte dispense, e in tutti gli scaffali dei supermercati. Un ..."
S,Sherry,"Sherry, caratteristiche principali
Lo Sherry, in spagnolo noto come Jerez, è un vino liquoroso tipico dell’Andalusia e – in particolare ..."
S,Sherry Dry,"Sherry Dry, caratteristiche principali
Lo Sherry Dry è un vino liquoroso tipico della Spagna. Nella sua variante dry, quindi con un ..."
S,Shiso,Aromatica e non solo: il shiso è anche una pianta officinale e ornamentale. Le sue molteplici proprietà ne fanno un elemento che non ...
S,Sidro,"Il sidro è una bevanda alcolica che viene prodotta dalla fermentazione della spremitura di mele. Ha un gusto dolciastro-amarognolo, ..."
S,Skuby,
S,Soda,"Soda, caratteristiche principali
La soda è nota anche come gazzosa: si tratta di una bibita analcolica dal sapore dolce e frizzante, ..."
S,Sogliola,"Sogliola, proprietà principali
Le sogliole sono dei pesci marini caratterizzati dalla tipica forma piatta, con occhi orientati sullo ..."
S,Soia,"Soia, proprietà principali
La soia è un legume, proprio come i piselli, le fave, i ceci e le cicerchie. Nonostante si coltivi in tutti ..."
S,Sommacco,Il sommacco è un genere di piante che comprende sia alberi e arbusti che vengono utilizzati a scopo ornamentale. Date le sue proprietà ...
S,Songino (valerianella),"Songino (valerianella, proprietà principali
Il songino, o valerianella che dir si voglia, è una pianta erbacea dai fiori bianchi o ..."
S,Soppressa veneta,"La soppressa veneta, tradizionalmente conosciuta anche come sopressa, è un salume tipico della regione Veneto. Si tratta di un prodotto ..."
S,Sorbetto ai lamponi,Il sorbetto ai lamponi è considerato come un dolce freddo di cui il gelato alla frutta ne è erede. Si tratta di una preparazione ...
S,Sorbetto al kiwi,"Sorbetto al kiwi, caratteristiche principali
È fresco e fa bene alla salute. Il sorbetto al kiwi è un’ottima idea da presentare durante ..."
S,Sorbetto al limone,Il sorbetto al limone è una preparazione dolce amatissima in Italia e non solo. Viene servito come portata intermedia per rinfrescare ...
S,Sorbetto all'arancia,"Il sorbetto all’arancia è una preparazione fredda molto simile al gelato, ma con una consistenza più liquida. Si tratta di un alimento ..."
S,Sorbetto alla frutta,"Il sorbetto alla frutta è un dolce preparato con acqua, zucchero e una purea di frutta. Si può mangiare da solo oppure arricchire con ..."
S,Sorgo,"Il sorgo è un cereale appartenente alla famiglia delle graminacee. Oggi è diffuso in gran parte del mondo, ma la sua origine è da ..."
S,Sottaceti,"Sottaceti, proprietà principali
I sottaceti sono un metodo di conservazione degli alimenti ottenuto tramite fermentazione anaerobica ..."
S,Sottilette,"Le sottilette sono una tipologia di formaggio fuso a fette. Conosciute anche come Kraft Singles, sono state create nel 1949 dalla ..."
S,Sottofesa di vitello,"La sottofesa di vitello è un taglio bovino derivato dalla coscia, di forma rettangolare, semplice da tagliare e da affettare in base ..."
S,Sovracosce di pollo,Le sovracosce di pollo si distinguono dalle cosce per conformazione e per versatilità. Rispetto al resto del pollo sono più tenere ...
S,Spaccatelle,"Spaccatelle, proprietà principali
Le spaccatelle sono una pasta corta di semola di grano duro, trafilata al bronzo e a lenta ..."
S,Spaghetti,Gli spaghetti sono un formato di pasta che viene prodotto usando farina di semola di grano duro e acqua. Hanno una forma lunga e ...
S,Spaghetti alla chitarra,"La pasta all’uovo, nei suoi diversi formati, è un prodotto tipico presente in tutti gli angoli del nostro paese. Ogni regione, ..."
